"Time","Distance","ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"s","m","","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"45.100","2473","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.775","143.49","62","0.00","9","9","9","9","1.810","-0.2848","0.1980","338.74","2.885","-1.953","-2.755","-1.914","-580.8","696.1","71.81","0","0","0","0","0.3569","-11.3432","-11.3432","0.638","1.99","-0.578","4.85","35.05","1.281","-0.4170","-32.91","100.00","0","0","98.14","0","0","0","0","0","0","0.0000","6260","0.0000","19.510","2.0000","126.32","0.0000","0","0","0","0","0","1.0000","0","45.12","45.12","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","57.52","57.52","66.30","66.30","14","9.27","67.04","18.9","107.85","1.000","-188.6","-45.47","100","18.488","31.138","21.25","42.24","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","2566","6578","1643","6105","318.489","307.939","350.784","339.401","24.9419","24.465","25.4357","25.1734","324.999988000","324.999988000","354.999989000","354.999989000","99.9120","100.0000","99.9735","99.9558","4.812","4.435","3.431","3.093","-0.04","-0.23","-0.00","-0.99","63.136","78.908","66.223","64.584","60.057","66.40","63.275","59.697","57.228","63.35","59.555","56.020","54.749","60.59","56.550","53.028","-3.976","3.607","-0.1310","-0.2040","0","105.85","108.75","97.37","99.07","47","5"
"45.150","2475","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.772","143.49","62","0.00","9","9","9","9","1.520","-0.2558","0.1066","338.88","-1.405","-1.556","-4.197","-1.532","-579.9","697.5","71.85","0","0","0","0","0.3572","-11.3432","-11.3432","0.796","4.06","-0.194","8.86","34.88","1.429","-0.3830","-34.46","100.00","0","0","97.81","0","0","0","0","0","0","0.0000","6239","0.0000","19.510","2.0000","125.73","1.0000","0","0","0","0","0","1.0000","0","45.17","45.17","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","58.22","58.22","70.64","70.64","14","42.94","67.61","13.3","126.60","1.000","-188.6","-42.66","100","18.496","31.222","17.74","44.07","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","3591","6118","1328","7235","318.629","309.041","351.471","336.628","24.9395","24.461","25.4326","25.1715","324.999988000","324.999988000","354.999989000","354.999989000","99.9121","100.0000","99.9736","99.9560","2.024","4.310","3.720","3.359","0.12","-0.16","0.04","-0.90","63.121","78.879","66.204","64.572","60.073","66.52","63.250","59.784","57.252","63.45","59.531","56.105","54.781","60.70","56.528","53.112","-3.739","3.383","-0.1223","-0.2125","0","105.19","108.49","96.97","98.79","47","5"
"45.200","2477","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.772","143.49","62","0.00","9","9","9","9","1.657","-0.2321","-0.0608","341.26","2.506","-1.304","-1.721","-1.455","-579.0","699.0","71.89","0","0","0","0","0.3575","-11.3432","-11.3432","0.988","3.31","0.065","2.52","34.71","1.611","-0.2941","-32.73","100.00","0","0","97.35","0","0","0","0","0","0","0.0000","6210","0.0000","19.510","2.0000","125.14","0.0000","0","0","0","0","0","1.0000","0","45.22","45.22","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","61.66","61.66","76.38","76.38","14","13.76","44.93","7.7","118.57","1.000","-188.7","-41.36","100","16.185","28.877","13.59","48.33","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","2248","5059","937","7441","319.383","311.707","352.611","336.062","24.9366","24.456","25.4291","25.1699","324.999988000","324.999988000","354.999989000","354.999989000","99.9122","100.0000","99.9736","99.9563","4.305","4.585","4.010","3.647","0.06","-0.11","0.19","-0.96","63.104","78.847","66.182","64.561","60.073","66.62","63.210","59.896","57.259","63.55","59.495","56.214","54.795","60.79","56.495","53.221","-3.623","3.253","-0.1136","-0.2301","0","104.68","107.83","96.61","98.27","47","5"
"45.250","2478","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.772","143.49","62","0.00","9","9","9","9","1.850","-0.2167","-0.1833","341.65","2.460","-1.008","2.119","-1.382","-578.1","700.6","71.94","0","0","0","0","0.3577","-11.3432","-11.3432","1.007","-1.96","0.195","2.71","34.55","1.695","-0.2647","-27.29","100.00","0","0","96.68","0","0","0","0","0","0","0.0000","6167","0.0000","19.510","2.0000","124.58","1.0000","0","0","0","0","0","1.0000","0","45.27","45.27","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","65.41","65.41","73.16","73.16","14","3.01","32.16","18.3","111.51","1.000","-188.8","-42.01","100","12.377","23.702","17.68","48.12","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","2712","5046","1750","7078","318.083","311.851","350.592","336.894","24.9337","24.450","25.4258","25.1682","324.999988000","324.999988000","354.999989000","354.999989000","99.9123","100.0000","99.9737","99.9566","5.418","5.010","3.329","3.644","-0.18","-0.19","0.04","-0.96","63.085","78.813","66.161","64.552","60.066","66.70","63.180","60.002","57.258","63.63","59.474","56.318","54.800","60.87","56.481","53.325","-3.688","3.282","-0.1227","-0.2287","0","104.20","106.87","96.05","97.50","47","5"
"45.300","2480","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.772","143.49","62","0.00","9","9","9","9","1.589","-0.2166","-0.2678","344.83","1.754","-0.678","1.981","-0.786","-577.4","702.0","71.98","0","0","0","0","0.3580","-11.3432","-11.3432","0.845","-4.14","0.377","2.92","34.40","1.696","-0.3288","-24.52","100.00","0","0","96.23","0","0","0","0","0","0","0.0000","6138","0.0000","19.510","2.0000","124.03","0.0000","0","0","0","0","0","1.0000","0","45.32","45.32","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","67.09","67.09","74.39","74.39","14","4.24","29.21","8.1","96.41","1.000","-188.8","-42.98","100","11.682","23.593","16.76","44.05","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","1531","5365","927","6029","321.310","311.151","352.636","339.491","24.9309","24.445","25.4226","25.1664","324.999988000","324.999988000","354.999989000","354.999989000","99.9124","100.0000","99.9737","99.9569","4.992","5.213","3.300","3.520","0.08","-0.21","0.01","-1.00","63.069","78.781","66.141","64.540","60.061","66.79","63.144","60.092","57.259","63.73","59.443","56.406","54.807","60.97","56.456","53.415","-3.790","3.369","-0.1198","-0.2096","0","103.82","106.16","95.69","96.92","47","5"
"45.350","2482","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.795","-0.2661","-0.0836","344.35","1.693","-0.748","2.098","-0.641","-576.6","703.6","72.02","0","0","0","0","0.3582","-11.3432","-11.3432","0.645","-3.33","0.375","-0.33","34.24","1.657","-0.3883","-25.12","100.00","0","0","95.77","0","0","0","0","0","0","0.0000","6109","0.0000","19.510","2.0000","123.46","1.0000","0","0","0","0","0","1.0000","0","45.37","45.37","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","62.45","62.45","76.76","76.76","14","0.93","31.95","14.4","83.50","1.000","-188.8","-44.23","100","12.609","24.858","14.04","38.81","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","3215","6296","1473","5498","316.618","308.852","351.392","340.895","24.9281","24.440","25.4192","25.1642","324.999988000","324.999988000","354.999989000","354.999989000","99.9125","100.0000","99.9737","99.9571","5.709","5.316","3.335","3.562","-0.50","-0.32","0.11","-1.11","63.051","78.750","66.120","64.526","60.065","66.91","63.102","60.166","57.266","63.85","59.407","56.482","54.818","61.09","56.426","53.494","-3.875","3.466","-0.1144","-0.1888","0","103.33","105.57","95.36","96.33","47","5"
"45.400","2483","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.906","-0.2754","0.0385","343.24","1.608","-0.883","1.634","-0.332","-575.8","705.2","72.06","0","0","0","0","0.3585","-11.3432","-11.3432","0.609","1.15","0.343","1.21","34.07","1.655","-0.3932","-28.32","100.00","0","0","95.36","0","0","0","0","0","0","0.0000","6083","0.0000","19.510","2.0000","122.85","0.0000","0","0","0","0","0","1.0000","0","45.42","45.42","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","59.23","59.23","77.46","77.46","14","2.32","32.37","14.5","83.72","1.000","-188.9","-45.47","100","16.393","27.313","12.82","36.31","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","3449","6155","1772","5686","315.898","309.029","350.467","340.496","24.9255","24.435","25.4157","25.1620","324.999988000","324.999988000","354.999989000","354.999989000","99.9126","100.0000","99.9738","99.9573","5.641","5.271","3.932","3.708","-0.42","-0.31","0.28","-1.07","63.034","78.720","66.099","64.513","60.077","67.04","63.063","60.232","57.283","63.97","59.373","56.551","54.841","61.22","56.397","53.566","-3.945","3.562","-0.1130","-0.1801","0","102.86","105.32","94.84","96.06","47","5"
"45.450","2485","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.566","-0.2532","0.1458","346.66","-2.283","-0.867","1.300","-0.525","-575.1","706.8","72.09","0","0","0","0","0.3587","-11.3432","-11.3432","0.730","2.56","0.405","1.85","33.90","1.676","-0.3451","-27.67","100.00","0","0","94.84","0","0","0","0","0","0","0.0000","6050","0.0000","19.510","2.0000","122.24","1.0000","0","0","0","0","0","1.0000","0","45.47","45.47","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","72.88","72.88","60.14","60.14","14","0.00","29.34","16.0","96.56","1.000","-188.9","-46.76","100","15.259","28.453","17.10","39.79","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","0","6143","1909","6426","325.000","308.960","350.055","338.519","24.9226","24.430","25.4125","25.1600","324.999988000","324.999988000","354.999989000","354.999989000","99.9127","100.0000","99.9738","99.9576","0.000","5.359","3.979","3.767","0.00","-0.26","0.17","-0.99","63.017","78.691","66.078","64.500","60.072","67.18","63.031","60.325","57.283","64.11","59.347","56.646","54.845","61.36","56.377","53.666","-4.071","3.660","-0.1225","-0.1944","0","102.31","104.93","94.26","95.63","47","5"
"45.500","2487","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.620","-0.2635","0.1581","345.05","-2.268","-0.868","0.956","-0.760","-574.5","708.3","72.13","0","0","0","0","0.3590","-11.3432","-11.3432","0.816","1.67","0.406","0.13","33.74","1.642","-0.3111","-25.83","100.00","0","0","94.44","0","0","0","0","0","0","0.0000","6024","0.0000","19.510","2.0000","121.66","0.0000","0","0","0","0","0","0.0000","0","45.52","45.52","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","72.56","72.56","56.66","56.66","14","0.00","27.08","18.8","110.12","1.000","-189.0","-47.36","100","14.031","28.954","19.49","41.91","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","0","6379","2094","6950","325.000","308.436","349.664","337.349","24.9200","24.426","25.4094","25.1582","324.999988000","324.999988000","354.999989000","354.999989000","99.9128","100.0000","99.9739","99.9578","0.000","5.458","3.929","3.673","0.00","-0.27","0.07","-0.94","63.000","78.664","66.059","64.489","60.069","67.31","63.006","60.413","57.284","64.23","59.327","56.735","54.850","61.49","56.362","53.758","-4.136","3.713","-0.1280","-0.2029","0","101.90","104.31","93.83","95.20","47","5"
"45.550","2488","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.581","-0.2420","0.0143","342.59","-2.001","-0.845","0.894","-0.750","-573.9","709.9","72.17","0","0","0","0","0.3592","-11.3432","-11.3432","0.855","0.05","0.336","-1.40","33.58","1.540","-0.3130","-23.59","100.00","0","0","93.97","0","0","0","0","0","0","0.0000","5994","0.0000","19.510","2.0000","121.05","1.0000","0","0","0","0","0","0.0000","0","45.57","45.57","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","68.09","68.09","59.17","59.17","14","0.00","26.30","19.0","114.04","1.000","-189.1","-48.01","100","13.150","29.077","21.29","43.24","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","0","6341","1909","6684","325.000","308.623","350.012","337.986","24.9171","24.422","25.4062","25.1564","324.999988000","324.999988000","354.999989000","354.999989000","99.9129","100.0000","99.9740","99.9580","0.000","5.475","3.691","3.436","0.00","-0.25","0.08","-0.88","62.982","78.635","66.039","64.478","60.069","67.43","62.983","60.496","57.287","64.36","59.309","56.818","54.857","61.61","56.348","53.843","-4.215","3.777","-0.1327","-0.2076","0","101.39","103.66","93.39","94.72","47","5"
"45.600","2490","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.552","-0.2437","0.0048","342.45","-1.829","-0.912","1.082","-0.803","-573.3","711.4","72.21","0","0","0","0","0.3594","-11.3432","-11.3432","0.838","-0.40","0.167","-3.86","33.43","1.417","-0.3364","-23.05","100.00","0","0","93.56","0","0","0","0","0","0","0.0000","5968","0.0000","19.510","2.0000","120.48","0.0000","0","0","0","0","0","0.0000","0","45.62","45.62","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","66.25","66.25","59.75","59.75","14","0.00","29.49","19.8","106.56","1.000","-189.1","-49.63","100","12.681","29.584","21.25","42.06","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","0","6679","1848","6078","325.000","307.711","350.146","339.486","24.9143","24.418","25.4032","25.1546","324.999988000","324.999988000","354.999989000","354.999989000","99.9130","100.0000","99.9740","99.9583","0.000","5.441","3.490","3.232","0.00","-0.26","0.11","-0.90","62.965","78.609","66.020","64.466","60.067","67.57","62.953","60.570","57.289","64.50","59.284","56.893","54.864","61.75","56.328","53.921","-4.340","3.891","-0.1326","-0.2021","0","101.00","103.11","93.02","94.28","47","5"
"45.650","2492","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.684","-0.2409","-0.0585","344.71","1.932","-1.207","-2.208","-0.900","-572.8","713.0","72.25","0","0","0","0","0.3597","-11.3432","-11.3432","0.818","-0.61","-0.062","-4.37","33.27","1.312","-0.3414","-23.94","100.00","0","0","93.13","0","0","0","0","0","0","0.0000","5941","0.0000","19.510","2.0000","119.90","1.0000","0","0","0","0","0","0.0000","0","45.67","45.67","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","61.28","61.28","78.52","78.52","14","7.90","27.90","0.0","106.63","1.000","-189.1","-50.54","100","11.995","29.379","21.50","39.90","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","2458","6350","0","5913","318.868","308.467","355.000","339.839","24.9115","24.413","25.4000","25.1526","324.999988000","324.999988000","354.999989000","354.999989000","99.9131","100.0000","99.9741","99.9585","4.992","5.371","0.000","3.089","0.10","-0.27","0.00","-0.86","62.947","78.581","66.000","64.454","60.066","67.71","62.923","60.632","57.293","64.62","59.259","56.956","54.874","61.88","56.307","53.987","-4.434","3.979","-0.1314","-0.1936","0","100.50","102.63","92.58","93.84","47","5"
"45.700","2493","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.541","-0.2877","0.0916","342.82","2.566","-1.521","-1.995","-1.157","-572.3","714.6","72.30","0","0","0","0","0.3599","-11.3432","-11.3432","0.813","0.52","-0.273","-3.64","33.11","1.230","-0.3464","-26.34","100.00","0","0","92.72","0","0","0","0","0","0","0.0000","5915","0.0000","19.510","2.0000","119.32","0.0000","0","0","0","0","0","0.0000","0","45.72","45.72","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","60.88","60.88","70.40","70.40","14","1.47","36.10","0.0","101.25","1.000","-189.2","-51.52","100","12.946","29.847","20.88","38.57","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","2135","6666","0","5663","319.337","307.673","355.000","340.602","24.9087","24.409","25.3968","25.1506","324.999988000","324.999988000","354.999989000","354.999989000","99.9132","100.0000","99.9741","99.9586","5.490","5.215","0.000","3.013","-0.19","-0.30","0.00","-0.95","62.929","78.553","65.980","64.441","60.067","67.83","62.896","60.683","57.300","64.75","59.237","57.008","54.886","62.00","56.289","54.042","-4.509","4.057","-0.1285","-0.1883","0","99.95","102.26","92.11","93.44","47","5"
"45.750","2495","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.353","-0.1429","-0.0417","344.28","2.511","-1.627","-1.681","-1.101","-571.9","716.1","72.34","0","0","0","0","0.3602","-11.3432","-11.3432","0.853","0.36","-0.521","-6.73","33.00","1.208","-0.3033","-26.25","100.00","0","0","93.46","0","0","0","0","0","0","0.0000","5962","0.0000","19.510","2.0000","118.91","1.0000","0","0","0","0","0","0.0000","0","45.77","45.77","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","65.34","65.34","66.53","66.53","14","-0.10","31.28","10.9","116.07","1.000","-189.3","-51.79","100","10.852","29.133","20.71","37.88","0.0000","1","7.64","0.0000","0.0000","0.0000","0.0000","619","5984","1773","6138","323.454","309.454","353.436","339.282","24.9057","24.404","25.3938","25.1488","324.999988000","324.999988000","354.999989000","354.999989000","99.9133","100.0000","99.9742","99.9588","5.732","5.198","1.618","3.036","0.05","-0.26","0.64","0.10","62.910","78.527","65.961","64.430","60.046","67.95","62.868","60.742","57.285","64.86","59.215","57.067","54.876","62.11","56.273","54.103","-4.559","4.081","-0.1293","-0.1832","0","99.56","101.94","92.53","94.09","47","5"
"45.800","2497","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.655","-0.0027","-0.0499","343.96","-1.572","-2.007","2.390","-1.506","-571.5","717.8","72.38","0","0","0","0","0.3604","-11.3432","-11.3432","0.792","-1.57","-1.001","-9.31","32.95","1.130","-0.3012","-24.42","100.00","0","0","93.86","0","0","0","0","0","0","0.0000","5987","0.0000","19.509","2.0000","118.70","0.0000","0","0","0","0","0","0.0000","0","45.82","45.82","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","65.38","65.38","61.09","61.09","14","2.45","30.86","17.4","101.34","1.000","-189.3","-51.79","100","9.368","28.212","23.31","36.58","0.0000","1","13.13","0.0000","0.0000","0.0000","0.0000","1312","6110","1732","5441","321.907","309.011","350.551","341.021","24.9025","24.400","25.3907","25.1468","324.999988000","324.999988000","354.999989000","354.999989000","99.9133","100.0000","99.9743","99.9590","5.695","5.194","3.188","2.891","-0.23","-0.33","2.00","0.53","62.891","78.498","65.942","64.418","60.022","68.08","62.848","60.797","57.265","64.98","59.201","57.123","54.862","62.23","56.266","54.160","-4.567","4.080","-0.1368","-0.1769","0","99.31","101.57","93.30","94.21","47","5"
"45.850","2498","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.856","0.0694","0.1523","341.95","-1.957","-2.338","-1.189","-1.630","-571.1","719.4","72.41","0","0","0","0","0.3606","-11.3432","-11.3432","0.762","1.51","-1.308","-2.16","32.92","1.038","-0.3266","-28.06","100.00","0","0","94.37","0","0","0","0","0","0","0.0000","6020","0.0000","19.509","2.0000","118.59","1.0000","0","0","0","0","0","0.0000","0","45.87","45.87","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","60.67","60.67","63.85","63.85","14","12.70","44.71","30.0","116.38","1.000","-189.3","-51.79","100","13.782","28.916","20.98","34.22","0.0000","1","25.09","0.0000","0.0000","0.0000","0.0000","2810","6326","2599","6080","317.850","308.642","348.446","339.409","24.8998","24.395","25.3876","25.1448","324.999988000","324.999988000","354.999989000","354.999989000","99.9134","100.0000","99.9743","99.9592","5.280","4.847","3.120","2.836","-0.26","-0.33","2.89","0.97","62.874","78.471","65.922","64.405","60.047","68.19","62.834","60.842","57.289","65.09","59.191","57.167","54.885","62.33","56.260","54.205","-4.528","4.081","-0.1307","-0.1690","0","99.31","101.74","94.11","94.64","47","5"
"45.900","2500","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.769","143.49","62","0.00","9","9","9","9","1.827","0.1321","0.2170","340.18","-1.983","-2.313","-2.797","-1.805","-570.8","721.0","72.45","0","0","0","0","0.3609","-11.3432","-11.3432","0.876","3.49","-1.200","4.67","32.94","0.994","-0.3445","-30.56","100.00","0","0","94.76","0","0","0","0","0","0","0.0000","6045","0.0000","19.508","2.0000","118.65","0.0000","0","0","0","0","0","0.0000","0","45.92","45.92","143.49","39.91","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","60.18","60.18","62.47","62.47","14","10.86","60.69","25.8","141.48","1.000","-189.4","-51.19","100","15.380","30.104","21.56","37.82","0.0000","1","34.80","0.0000","0.0000","0.0000","0.0000","1986","6533","2519","7069","319.853","308.024","348.576","337.005","24.8973","24.392","25.3848","25.1433","324.999988000","324.999988000","354.999989000","354.999989000","99.9136","100.0000","99.9744","99.9594","4.969","4.534","3.054","2.784","-0.21","-0.27","3.36","1.08","62.858","78.446","65.905","64.395","60.072","68.31","62.833","60.904","57.313","65.20","59.192","57.227","54.909","62.43","56.261","54.265","-4.474","4.040","-0.1318","-0.1817","0","99.28","102.11","94.48","94.90","47","5"
"45.950","2502","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-2.772","143.49","62","0.00","9","9","9","9","1.653","0.2095","0.0733","341.88","-1.912","-2.067","-2.881","-1.780","-570.5","722.6","72.50","0","0","0","0","0.3611","-11.3432","-11.3432","0.973","1.32","-1.108","0.08","33.00","1.016","-0.3355","-28.90","100.00","0","0","95.41","0","0","0","0","0","0","0.0000","6086","0.0000","19.508","2.0000","118.86","1.0000","0","0","0","0","0","0.0000","0","45.97","45.97","143.49","39.91","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","64.82","64.82","61.94","61.94","14","4.90","50.99","21.3","143.27","1.000","-189.4","-49.25","100","11.707","29.134","21.32","41.05","0.0000","1","41.86","0.0000","0.0000","0.0000","0.0000","1120","5645","2425","7183","322.182","310.312","348.827","336.619","24.8943","24.387","25.3819","25.1420","324.999988000","324.999988000","354.999989000","354.999989000","99.9136","100.0000","99.9745","99.9596","5.011","4.530","3.074","2.760","-0.25","-0.23","4.09","1.34","62.839","78.419","65.887","64.388","60.060","68.41","62.836","60.976","57.302","65.29","59.194","57.298","54.899","62.53","56.263","54.335","-4.369","3.914","-0.1311","-0.1916","0","99.33","102.15","95.31","95.33","47","5"
