"Time","Distance","ABS Active","ABS Enabled","AID Allow Tire Blankets","AID Auto Blip","AID Auto Clutch","AID Auto Shift","AID Fuel Rate","AID Ideal Line","AID Mech Damage","AID Stability","AID Tire Wear Rate","Air Density","Air Temp","Ballast","Best Lap Delta","Best Lap Time","Brake Bias","Brake Pos","Brake Temp FL","Brake Temp FR","Brake Temp RL","Brake Temp RR","CG Accel Lateral","CG Accel Longitudinal","CG Accel Vertical","CG Height","Camber FL","Camber FR","Camber RL","Camber RR","Car Coord X","Car Coord Y","Car Coord Z","Car Damage Front","Car Damage Left","Car Damage Rear","Car Damage Right","Car Pos Norm","Caster FL","Caster FR","Chassis Pitch Angle","Chassis Pitch Rate","Chassis Roll Angle","Chassis Roll Rate","Chassis Velocity X","Chassis Velocity Y","Chassis Velocity Z","Chassis Yaw Rate","Clutch Pos","DRS Active","DRS Available","Drive Train Speed","ERS Heat Charging","ERS Is Charging","ERS Max Energy","ERS Power Level","ERS Recovery Level","Engine Brake Setting","Engine Limiter","Engine RPM","Flags","Fuel Level","Gear","Ground Speed","HR Sample Clock","In Pit","KERS Charge","KERS Deployed Energy","KERS Input","KERS Max Energy","LR Sample Clock","Lap Invalidated","Lap Time","Lap Time2","Last Lap Time","Last Sector Time","MR Sample Clock","Max Fuel","Max Power","Max RPM","Max Sus Travel FL","Max Sus Travel FR","Max Sus Travel RL","Max Sus Travel RR","Max Torque","Max Turbo Boost","Num Tires Off Track","Penalties Enabled","Position","Raw Data Sample Rate","Ride Height FL","Ride Height FR","Ride Height RL","Ride Height RR","Road Temp","Self Align Torque FL","Self Align Torque FR","Self Align Torque RL","Self Align Torque RR","Session Lap Count","Session Time Left","Steering Angle","Surface Grip","Suspension Travel FL","Suspension Travel FR","Suspension Travel RL","Suspension Travel RR","TC Active","TC Enabled","Throttle Pos","Tire Dirt Level FL","Tire Dirt Level FR","Tire Dirt Level RL","Tire Dirt Level RR","Tire Load FL","Tire Load FR","Tire Load RL","Tire Load RR","Tire Loaded Radius FL","Tire Loaded Radius FR","Tire Loaded Radius RL","Tire Loaded Radius RR","Tire Pressure FL","Tire Pressure FR","Tire Pressure RL","Tire Pressure RR","Tire Radius FL","Tire Radius FR","Tire Radius RL","Tire Radius RR","Tire Rubber Grip FL","Tire Rubber Grip FR","Tire Rubber Grip RL","Tire Rubber Grip RR","Tire Slip Angle FL","Tire Slip Angle FR","Tire Slip Angle RL","Tire Slip Angle RR","Tire Slip Ratio FL","Tire Slip Ratio FR","Tire Slip Ratio RL","Tire Slip Ratio RR","Tire Temp Core FL","Tire Temp Core FR","Tire Temp Core RL","Tire Temp Core RR","Tire Temp Inner FL","Tire Temp Inner FR","Tire Temp Inner RL","Tire Temp Inner RR","Tire Temp Middle FL","Tire Temp Middle FR","Tire Temp Middle RL","Tire Temp Middle RR","Tire Temp Outer FL","Tire Temp Outer FR","Tire Temp Outer RL","Tire Temp Outer RR","Toe In FL","Toe In FR","Toe In RL","Toe In RR","Turbo Boost","Wheel Angular Speed FL","Wheel Angular Speed FR","Wheel Angular Speed RL","Wheel Angular Speed RR","Wind Direction","Wind Speed"
"s","m","","","","","","","","","%","%","","kg/m3","C","kg","s","s","%","%","C","C","C","C","G","G","G","mm","deg","deg","deg","deg","m","m","m","","","","","","deg","deg","deg","deg/s","deg","deg/s","m/s","m/s","m/s","deg/s","%","","","rad/s","","","MJ","","","","","rpm","","l","","km/h","","","%","kJ","%","MJ","","","s","s","s","s","","l","hp","rpm","mm","mm","mm","mm","N.m","","","","","Hz","mm","mm","mm","mm","C","N.m","N.m","N.m","N.m","","s","deg","%","mm","mm","mm","mm","","","%","","","","","N","N","N","N","mm","mm","mm","mm","psi","psi","psi","psi","mm","mm","mm","mm","%","%","%","%","deg","deg","deg","deg","%","%","%","%","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","deg","deg","deg","deg","","rad/s","rad/s","rad/s","rad/s","deg","km/h"


"128.700","6689","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.657","143.49","62","49.20","9","9","9","9","-1.313","-1.0220","-0.0181","345.36","-2.711","-1.804","-1.804","-2.331","211.4","-432.7","11.82","0","0","0","0","0.9638","-11.3432","-11.3432","0.256","-0.91","2.565","4.80","22.04","-1.368","-0.3112","39.94","100.00","0","0","57.53","0","0","0","0","0","0","0.0000","6398","0.0000","17.634","0.0000","79.63","0.0000","0","0","0","0","0","0.0000","0","128.72","128.72","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","64.34","64.34","70.36","70.36","14","14.61","2.47","2.3","2.28","1.000","-272.2","58.81","100","26.159","12.710","32.67","17.78","0.0000","1","16.67","0.0000","0.0000","0.0000","0.0000","5510","2511","4320","1690","311.611","318.772","344.348","350.888","26.4363","25.651","26.4645","26.5763","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-5.824","-6.387","-5.674","-6.160","-5.49","-22.10","-3.32","-11.97","72.477","86.315","72.653","73.352","68.683","84.31","68.181","70.187","65.536","80.20","64.151","66.036","62.194","76.38","60.598","62.375","4.611","-5.123","-0.1666","-0.1234","0","65.75","51.34","61.99","52.89","47","5"
"128.750","6690","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.657","143.49","62","47.82","9","9","9","9","-1.301","-0.9644","-0.0449","346.46","-3.010","-1.621","-1.617","-2.218","211.1","-433.7","11.85","0","0","0","0","0.9640","-11.3432","-11.3432","0.074","-2.02","2.676","0.13","21.53","-1.493","-0.3230","40.40","100.00","0","0","56.17","0","0","0","0","0","0","0.0000","6259","0.0000","17.633","0.0000","77.82","1.0000","0","0","0","0","0","0.0000","0","128.77","128.77","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","64.42","64.42","73.39","73.39","14","15.76","3.30","8.1","1.70","1.000","-272.3","61.67","100","24.828","13.252","29.20","18.38","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5492","2635","4109","1248","311.662","318.413","344.914","351.934","26.4335","25.647","26.4611","26.5726","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-6.301","-6.886","-6.099","-6.681","-5.89","-18.27","-3.64","-11.01","72.460","86.293","72.632","73.329","68.768","84.37","68.226","70.178","65.615","80.25","64.196","66.029","62.267","76.43","60.643","62.369","4.825","-5.353","-0.1550","-0.1235","0","63.91","52.15","60.31","52.64","47","5"
"128.800","6691","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.642","143.49","62","40.69","9","9","9","9","-1.331","-0.6751","-0.1182","349.14","-2.766","-1.691","-1.561","-2.249","210.8","-434.8","11.87","0","0","0","0","0.9642","-11.3432","-11.3432","-0.099","-2.25","2.609","-2.23","21.21","-1.571","-0.3233","37.10","100.00","0","0","57.97","0","0","0","0","0","0","0.0000","4886","0.0000","17.633","1.0000","76.66","0.0000","0","0","0","0","0","0.0000","0","128.82","128.82","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","67.70","67.70","76.04","76.04","14","15.05","1.64","9.3","0.83","1.000","-272.3","64.21","100","23.405","11.418","27.01","14.82","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5228","1606","4343","1223","312.331","320.970","344.263","351.972","26.4305","25.643","26.4576","26.5686","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-6.899","-7.548","-6.283","-6.768","-5.69","-21.73","-3.08","-1.08","72.441","86.269","72.610","73.304","68.848","84.39","68.282","70.162","65.690","80.28","64.251","66.015","62.336","76.46","60.698","62.357","5.040","-5.607","-0.1481","-0.1160","0","62.78","49.63","59.71","58.06","47","5"
"128.850","6692","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.642","143.49","62","20.86","9","9","9","9","-1.335","-0.6544","-0.1278","349.39","-2.692","-1.684","-1.643","-2.312","210.5","-435.8","11.88","0","0","0","0","0.9643","-11.3432","-11.3432","-0.325","-2.85","2.568","0.90","20.81","-1.591","-0.3065","35.56","100.00","0","0","56.05","0","0","0","0","0","0","0.0000","4724","0.0000","17.633","1.0000","75.22","1.0000","0","0","0","0","0","0.0000","0","128.88","128.88","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","67.47","67.47","77.41","77.41","14","17.71","2.04","10.2","1.56","1.000","-272.4","66.15","100","23.754","9.998","27.50","13.27","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5628","1747","4073","971","311.284","320.683","344.982","352.688","26.4276","25.639","26.4539","26.5646","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-7.340","-8.009","-6.354","-6.881","-3.14","-19.64","-3.59","-4.95","72.422","86.244","72.587","73.278","68.940","84.42","68.329","70.131","65.776","80.30","64.298","65.987","62.416","76.49","60.746","62.331","5.197","-5.792","-0.1496","-0.1122","0","63.02","49.31","58.00","54.44","47","5"
"128.900","6693","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.642","143.49","62","1.32","9","9","9","9","-1.584","-0.3371","-0.0591","348.20","-2.784","-1.610","-1.535","-2.239","210.1","-436.8","11.89","0","0","0","0","0.9645","-11.3432","-11.3432","-0.512","-0.61","2.521","-3.32","20.51","-1.541","-0.2948","39.59","100.00","0","0","56.37","0","0","0","0","0","0","0.0000","4752","0.0000","17.633","1.0000","74.09","0.0000","0","0","0","0","0","0.0000","0","128.93","128.93","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","65.53","65.53","76.00","76.00","14","18.67","5.14","10.5","1.26","1.000","-272.4","67.07","100","24.467","11.728","27.33","12.70","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5883","2221","4341","927","310.819","319.424","344.415","352.742","26.4247","25.635","26.4503","26.5606","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-7.061","-7.686","-6.486","-7.056","-0.69","-1.13","-2.73","-2.29","72.404","86.220","72.564","73.254","69.026","84.42","68.375","70.101","65.857","80.31","64.344","65.960","62.490","76.49","60.792","62.306","5.283","-5.867","-0.1489","-0.1113","0","63.92","59.48","57.76","54.78","47","5"
"128.950","6695","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.642","143.49","62","0.00","9","9","9","9","-1.818","-0.2692","0.1166","344.46","-2.645","-1.688","-1.508","-2.473","209.7","-437.7","11.90","0","0","0","0","0.9646","-11.3432","-11.3432","-0.517","3.76","2.271","-4.95","20.32","-1.444","-0.2910","43.95","100.00","0","0","56.62","0","0","0","0","0","0","0.0000","4772","0.0000","17.633","1.0000","73.39","1.0000","0","0","0","0","0","0.0000","0","128.97","128.97","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","61.21","61.21","72.25","72.25","14","17.21","4.53","13.2","0.93","1.000","-272.4","68.69","100","29.314","12.999","30.93","11.87","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","7097","2300","5540","898","307.822","319.334","341.477","352.811","26.4223","25.632","26.4470","26.5567","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-6.623","-7.203","-6.555","-7.113","-0.41","-0.19","-1.98","-0.38","72.389","86.198","72.543","73.230","69.117","84.41","68.434","70.071","65.942","80.30","64.402","65.932","62.570","76.48","60.850","62.281","5.396","-5.982","-0.1615","-0.1101","0","64.13","60.15","57.89","55.31","47","5"
"129.000","6696","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.642","143.49","62","0.00","9","9","9","9","-1.864","-0.2535","0.1537","341.87","-2.554","-1.865","-1.758","-2.752","209.3","-438.7","11.91","0","0","0","0","0.9648","-11.3432","-11.3432","-0.295","7.74","2.074","-1.47","20.13","-1.331","-0.2710","47.23","100.00","0","0","56.43","0","0","0","0","0","0","0.0000","4756","0.0000","17.633","1.0000","72.69","0.0000","0","0","0","0","0","1.0000","0","129.03","129.03","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","59.90","59.90","66.97","66.97","14","9.50","2.22","13.7","1.12","1.000","-272.5","70.96","100","32.559","14.065","36.40","12.48","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","7070","1836","5988","1125","307.750","320.400","340.330","352.287","26.4200","25.628","26.4437","26.5527","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-6.293","-6.883","-6.497","-7.142","-0.36","-0.14","-1.79","0.15","72.375","86.174","72.523","73.204","69.217","84.39","68.513","70.040","66.036","80.28","64.480","65.904","62.658","76.47","60.927","62.255","5.564","-6.160","-0.1802","-0.1116","0","63.84","59.62","57.85","55.09","47","5"
"129.050","6697","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.642","143.49","62","0.00","9","9","9","9","-1.856","-0.2318","0.1331","341.12","-2.340","-1.788","-1.800","-2.743","208.9","-439.5","11.92","0","0","0","0","0.9649","-11.3432","-11.3432","0.036","7.99","2.071","0.69","19.97","-1.254","-0.1922","46.32","100.00","0","0","56.03","0","0","0","0","0","0","0.0000","4723","0.0000","17.633","1.0000","72.08","1.0000","0","0","0","0","0","1.0000","0","129.07","129.07","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","62.21","62.21","61.83","61.83","14","9.31","2.28","11.7","1.07","1.000","-272.5","73.82","100","31.296","13.458","38.54","15.81","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6218","1641","6725","1387","309.955","320.914","338.555","351.582","26.4177","25.624","26.4407","26.5489","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-6.358","-6.984","-6.365","-6.998","-0.30","-0.15","-1.48","0.21","72.361","86.151","72.505","73.181","69.300","84.37","68.598","70.019","66.115","80.26","64.563","65.885","62.732","76.45","61.008","62.237","5.774","-6.401","-0.1887","-0.1186","0","63.32","59.12","57.58","54.64","47","5"
"129.100","6698","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.654","143.49","62","0.00","9","9","9","9","-2.071","-0.2713","0.3009","337.60","-2.585","-1.748","-1.980","-2.864","208.4","-440.4","11.94","0","0","0","0","0.9650","-11.3432","-11.3432","0.297","6.04","2.076","-1.55","19.80","-1.052","-0.1816","43.29","100.00","0","0","55.49","0","0","0","0","0","0","0.0000","4677","0.0000","17.633","1.0000","71.43","0.0000","0","0","0","0","0","1.0000","0","129.12","129.12","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","60.41","60.41","56.45","56.45","14","9.16","3.20","-9.6","-2.78","1.000","-272.6","77.00","100","30.864","13.778","43.08","20.82","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6916","2422","6967","1983","308.290","319.002","337.941","350.187","26.4152","25.620","26.4376","26.5451","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-6.285","-6.890","-5.680","-6.258","-0.35","-0.22","-1.34","0.04","72.345","86.128","72.486","73.157","69.384","84.35","68.682","70.008","66.194","80.24","64.645","65.875","62.806","76.43","61.087","62.228","6.025","-6.678","-0.2069","-0.1309","0","62.64","58.67","57.02","54.13","47","5"
"129.150","6698","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.654","143.49","62","0.00","9","9","9","9","-2.067","-0.2844","0.3203","336.52","-2.658","-1.697","-1.743","-3.033","207.8","-441.3","11.96","0","0","0","0","0.9652","-11.3432","-11.3432","0.524","6.16","1.941","-2.58","19.63","-0.755","-0.2442","42.43","100.00","0","0","55.17","0","0","0","0","0","0","0.0000","4650","0.0000","17.633","1.0000","70.75","1.0000","0","0","0","0","0","1.0000","0","129.18","129.18","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","58.44","58.44","57.21","57.21","14","-5.98","0.06","-51.3","-7.56","1.000","-272.6","80.84","100","33.772","14.620","44.65","21.50","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","7534","1939","7006","1647","306.702","320.133","337.774","350.942","26.4130","25.617","26.4346","26.5412","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-5.806","-6.393","-4.812","-5.396","-0.32","-0.17","-1.11","0.00","72.331","86.104","72.466","73.133","69.474","84.33","68.748","69.990","66.279","80.22","64.709","65.857","62.885","76.42","61.151","62.212","6.330","-7.017","-0.2130","-0.1320","0","62.14","58.26","56.69","53.76","47","5"
"129.200","6699","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.654","143.49","62","0.00","9","9","9","9","-1.964","-0.2810","0.2372","338.10","-2.920","-1.731","-1.791","-2.947","207.3","-442.0","11.98","0","0","0","0","0.9653","-11.3432","-11.3432","0.779","7.34","1.984","2.37","19.47","-0.511","-0.2529","42.27","100.00","0","0","54.87","0","0","0","0","0","0","0.0000","4625","0.0000","17.633","1.0000","70.16","0.0000","0","0","0","0","0","1.0000","0","129.22","129.22","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","58.41","58.41","61.94","61.94","14","-17.57","-1.98","-73.1","-11.22","1.000","-272.7","84.35","100","34.881","13.843","42.45","19.86","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","7563","1909","6399","1599","306.580","320.432","339.336","351.120","26.4110","25.613","26.4317","26.5376","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-5.491","-6.058","-4.188","-4.765","-0.33","-0.16","-0.98","0.11","72.319","86.081","72.448","73.110","69.554","84.30","68.789","69.963","66.353","80.19","64.751","65.832","62.954","76.39","61.192","62.189","6.606","-7.340","-0.2029","-0.1277","0","61.70","57.87","56.42","53.44","47","5"
"129.250","6700","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.654","143.49","62","0.00","9","9","9","9","-1.978","-0.2870","0.2803","338.12","-3.173","-1.097","-1.818","-2.889","206.7","-442.8","12.01","0","0","0","0","0.9655","-11.3432","-11.3432","1.139","9.31","2.040","-2.46","19.31","-0.255","-0.2393","43.76","100.00","0","0","54.46","0","0","0","0","0","0","0.0000","4590","0.0000","17.633","1.0000","69.57","1.0000","0","0","0","0","0","1.0000","0","129.27","129.27","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","57.81","57.81","59.48","59.48","14","-43.45","-13.01","-101.0","-17.30","1.000","-272.8","85.91","100","33.930","15.831","41.14","20.36","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6766","2827","6449","1735","308.591","318.002","339.296","350.705","26.4087","25.609","26.4286","26.5337","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-4.760","-5.240","-3.562","-4.049","-0.25","-0.15","-0.83","0.07","72.305","86.058","72.429","73.085","69.616","84.27","68.818","69.934","66.411","80.18","64.780","65.806","63.006","76.37","61.222","62.164","6.741","-7.469","-0.1985","-0.1291","0","61.45","57.53","56.12","52.95","47","5"
"129.300","6701","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.654","143.49","62","0.00","9","9","9","9","-1.942","-0.2910","0.3125","337.78","-3.075","-1.100","-1.888","-2.919","206.1","-443.5","12.04","0","0","0","0","0.9656","-11.3432","-11.3432","1.552","10.78","1.821","-7.49","19.16","-0.037","-0.2182","46.04","100.00","0","0","54.15","0","0","0","0","0","0","0.0000","4564","0.0000","17.633","1.0000","69.01","0.0000","0","0","0","0","0","1.0000","0","129.32","129.32","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","57.55","57.55","52.58","52.58","14","-79.71","-27.56","-139.6","-13.45","1.000","-272.8","85.91","100","32.924","17.891","44.37","18.18","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6575","2909","7200","1275","308.965","317.671","337.418","351.818","26.4063","25.606","26.4256","26.5298","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-3.905","-4.288","-3.018","-3.479","-0.18","-0.09","-0.68","0.09","72.290","86.036","72.410","73.061","69.656","84.25","68.840","69.899","66.447","80.16","64.802","65.773","63.039","76.36","61.244","62.134","6.756","-7.462","-0.2131","-0.1231","0","61.32","57.18","55.82","52.57","47","5"
"129.350","6702","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.654","143.49","62","0.00","9","9","9","9","-1.898","-0.2796","0.3341","337.37","-3.206","-1.355","-2.065","-2.805","205.4","-444.2","12.08","0","0","0","0","0.9658","-11.3432","-11.3432","2.056","11.61","1.547","-5.76","19.03","0.112","-0.1893","47.73","100.00","0","0","53.83","0","0","0","0","0","0","0.0000","4538","0.0000","17.633","1.0000","68.53","1.0000","0","0","0","0","0","1.0000","0","129.37","129.37","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","57.69","57.69","44.60","44.60","14","-98.44","-38.47","-163.5","-12.26","1.000","-272.9","85.91","100","32.163","19.048","49.66","14.56","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","6411","3086","7734","1158","309.467","317.269","336.021","352.195","26.4041","25.602","26.4229","26.5260","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-3.340","-3.661","-2.713","-3.158","-0.13","-0.07","-0.61","0.26","72.275","86.015","72.394","73.037","69.682","84.22","68.861","69.854","66.471","80.13","64.824","65.732","63.060","76.33","61.266","62.095","6.757","-7.449","-0.2369","-0.1154","0","61.13","56.80","55.57","52.23","47","5"
"129.400","6703","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.654","143.49","62","0.00","9","9","9","9","-1.791","-0.2555","0.3251","337.16","-3.289","-0.276","-2.061","-2.848","204.7","-444.9","12.13","0","0","0","0","0.9659","-11.3432","-11.3432","2.585","11.42","1.363","-6.37","18.90","0.226","-0.1723","47.95","100.00","0","0","53.46","0","0","0","0","0","0","0.0000","4506","0.0000","17.633","1.0000","68.06","0.0000","0","0","0","0","0","1.0000","0","129.42","129.42","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","58.35","58.35","38.24","38.24","14","-92.32","-54.10","-177.9","-15.63","1.000","-272.9","84.67","100","29.753","21.370","51.60","15.18","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","5439","3629","7978","1367","311.740","316.031","335.406","351.647","26.4015","25.599","26.4202","26.5220","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-2.855","-3.142","-2.378","-2.804","-0.07","0.01","-0.54","0.13","72.260","85.993","72.376","73.013","69.692","84.19","68.878","69.810","66.479","80.10","64.841","65.691","63.067","76.31","61.284","62.057","6.684","-7.336","-0.2453","-0.1170","0","60.78","56.46","55.35","51.70","47","5"
"129.450","6704","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.744","143.49","62","0.00","9","9","9","9","-1.446","-0.2142","0.1347","340.11","-3.070","-5.682","-1.952","-2.978","204.0","-445.5","12.18","0","0","0","0","0.9660","-11.3432","-11.3432","3.015","7.86","1.094","-6.14","18.79","0.254","-0.1419","45.14","100.00","0","0","53.07","0","0","0","0","0","0","0.0000","4473","0.0000","17.633","1.0000","67.66","1.0000","0","0","0","0","0","1.0000","0","129.47","129.47","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","55.556","65.68","65.68","40.45","40.45","14","-85.50","-15.15","-177.7","-15.28","1.000","-272.9","84.02","100","25.485","18.345","51.89","16.45","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4983","1560","7911","1380","312.937","321.076","335.635","351.699","26.3988","25.595","26.4174","26.5180","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-2.702","-3.131","-2.068","-2.491","-0.05","0.15","-0.48","0.09","72.243","85.971","72.359","72.988","69.687","84.16","68.887","69.769","66.474","80.07","64.851","65.653","63.061","76.28","61.294","62.021","6.625","-7.307","-0.2462","-0.1197","0","60.27","55.96","54.92","51.35","47","5"
"129.500","6705","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.744","143.49","62","0.00","9","9","9","9","-1.529","-0.2721","0.2409","341.09","-3.539","1.658","-2.264","-3.234","203.3","-446.0","12.24","0","0","0","0","0.9662","-11.3432","-11.3432","3.207","3.03","1.107","-3.29","18.68","0.285","-0.1399","42.80","100.00","0","0","52.58","0","0","0","0","0","0","0.0000","4432","0.0000","17.633","1.0000","67.30","0.0000","0","0","0","0","0","0.0000","0","129.52","129.52","143.49","61.77","0.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","64.78","64.78","42.33","42.33","14","-71.89","-43.03","-142.9","-21.96","1.000","-273.0","82.08","100","23.301","17.016","49.59","18.69","0.0000","1","0.00","0.0000","0.0000","0.0000","0.0000","4479","3371","6668","1904","314.081","316.856","338.556","350.548","26.3961","25.592","26.4147","26.5143","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-2.833","-3.194","-1.910","-2.305","-0.10","-0.08","-0.50","0.08","72.225","85.949","72.342","72.965","69.683","84.11","68.887","69.726","66.469","80.03","64.852","65.613","63.055","76.24","61.297","61.984","6.499","-7.161","-0.2351","-0.1250","0","59.60","55.82","54.35","50.98","47","5"
"129.550","6706","0","0","1","0","1","0","1","0","0","0","1","1.25530","9","0","-3.744","143.49","62","0.00","9","9","9","9","-1.328","-0.2293","0.0852","342.42","-3.477","1.079","-1.878","-4.688","202.5","-446.6","12.30","0","0","0","0","0.9663","-11.3432","-11.3432","3.281","1.15","0.687","-15.67","18.57","0.277","-0.1942","44.10","100.00","0","0","52.56","0","0","0","0","0","0","0.0000","4430","0.0000","17.633","1.0000","66.88","1.0000","0","0","0","0","0","0.0000","0","129.57","129.57","143.49","61.77","1.0000","110","416.77542","8300","89.999996000","89.999996000","89.999996000","89.999996000","466","0","0.0000","0","1.0000","66.667","65.31","65.31","41.86","41.86","14","-61.51","-45.00","-139.7","-17.26","1.000","-273.0","79.54","100","20.957","20.506","47.02","18.55","0.0000","1","3.73","0.0000","0.0000","0.0000","0.0000","3659","2995","6655","1796","316.063","317.462","338.700","350.712","26.3931","25.588","26.4117","26.5104","324.999988000","324.999988000","354.999989000","354.999989000","100.0000","100.0000","100.0000","100.0000","-2.252","-2.544","-1.748","-2.165","-0.06","-0.04","-0.22","-0.16","72.207","85.927","72.323","72.940","69.666","84.08","68.878","69.687","66.452","80.00","64.845","65.576","63.038","76.21","61.291","61.949","6.310","-6.915","-0.2237","-0.1241","0","59.32","55.23","54.28","50.59","47","5"
